#GENE_COLUMN=gene_symbol
#DEFAULT_TAG_HEADER=drug_name
#FILE_DESCRIPTION=DrugBank interactions
#UPLOADER=default
#ORGANISM=Human
#GENE_ID_TYPE=GENE NAME(HUGO)
#DEFAULT_GENES=EGFR C1QB P09871
interaction_count	drug_id	drug_name	drug_synonyms	drug_cas_number	drug_brands	drug_type	drug_groups	drug_categories	partner_id	known_action?	target_actions	gene_symbol	uniprot_id	entrez_id	ensembl_id
9775	DB03865	6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine	N/A	N/A	N/A	small molecule	experimental	N/A	1074	unknown	N/A	PLAU	P00749	5328	ENSG00000122861
9776	DB03865	6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine	N/A	N/A	N/A	small molecule	experimental	N/A	3851	unknown	N/A	HPN	P05981	3249	ENSG00000105707
9777	DB03866	Prostaglandin G2	N/A	N/A	N/A	small molecule	experimental	N/A	290	unknown	N/A	PTGS2	P35354	5743	ENSG00000073756
9778	DB03867	Meta-Nitro-Tyrosine	N/A	N/A	N/A	small molecule	experimental	N/A	714	unknown	N/A	GSR	P00390	2936	ENSG00000104687
9779	DB03868	3-Dehydroquinic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	3183	unknown	N/A	aroQ	Q48255	N/A	N/A
9780	DB03869	5'-O-(N-(L-Seryl)-Sulfamoyl)Adenosine	N/A	N/A	N/A	small molecule	experimental	N/A	2877	unknown	N/A	thrS	P0A8M5	N/A	N/A
9781	DB03870	Ara-Alpha(1,3)-Xyl	N/A	N/A	N/A	small molecule	experimental	N/A	3215	unknown	N/A	abfA	Q9XBQ3	N/A	N/A
9782	DB03871	Lambda-Bis(2,2'-Bipyridine)Imidazole Ruthenium (Ii)	N/A	N/A	N/A	small molecule	experimental	N/A	2443	unknown	N/A	azu	P00282	N/A	N/A
9783	DB03874	(4e,8e,12z,16z)-N,N,4,8,13,17,21-Heptamethyldocosa-4,8,12,16,20-Pentaen-1-Amine	N/A	N/A	N/A	small molecule	experimental	N/A	2828	unknown	N/A	shc	P33247	N/A	N/A
9784	DB03875	Delta-Bis(2,2'-Bipyridine)-(5-Methyl-2-2'-Bipyridine)-C9-Adamantane Ruthenium (Ii)	N/A	N/A	N/A	small molecule	experimental	N/A	2298	unknown	N/A	camC	P00183	N/A	N/A
9785	DB03876	Thieno[2,3-B]Pyridine-2-Carboxamidine	N/A	N/A	N/A	small molecule	experimental	N/A	3176	unknown	N/A	PRSS1	P07477	5644	ENSG00000204983; ENSG00000261473
9786	DB03876	Thieno[2,3-B]Pyridine-2-Carboxamidine	N/A	N/A	N/A	small molecule	experimental	N/A	1074	unknown	N/A	PLAU	P00749	5328	ENSG00000122861
9787	DB03877	AL4623	N/A	N/A	N/A	small molecule	experimental	N/A	357	unknown	N/A	CA2	P00918	760	ENSG00000104267
9788	DB03878	N-[4-Methyl-3-[[4-(3-Pyridinyl)-2-Pyrimidinyl]Amino]Phenyl]-3-Pyridinecarboxamide	N/A	N/A	N/A	small molecule	experimental	N/A	3462	unknown	N/A	ABL	P00521	N/A	N/A
9789	DB03878	N-[4-Methyl-3-[[4-(3-Pyridinyl)-2-Pyrimidinyl]Amino]Phenyl]-3-Pyridinecarboxamide	N/A	N/A	N/A	small molecule	experimental	N/A	17	unknown	N/A	ABL1	P00519	25	ENSG00000097007
9790	DB03879	Alpha-L-Methyl-Fucose	N/A	N/A	N/A	small molecule	experimental	N/A	6992	unknown	N/A	MBL2	P11226	4153	ENSG00000165471
9791	DB03879	Alpha-L-Methyl-Fucose	N/A	N/A	N/A	small molecule	experimental	N/A	2581	unknown	N/A	cslA	Q59288	N/A	N/A
9792	DB03880	Batimastat	BB94	130370-60-4	N/A	small molecule	experimental	Antineoplastic Agents, Protease Inhibitors	2154	unknown	N/A	MMP8	P22894	4317	ENSG00000118113
9793	DB03880	Batimastat	BB94	130370-60-4	N/A	small molecule	experimental	Antineoplastic Agents, Protease Inhibitors	2203	unknown	N/A	MMP12	P39900	4321	N/A
9794	DB03880	Batimastat	BB94	130370-60-4	N/A	small molecule	experimental	Antineoplastic Agents, Protease Inhibitors	2970	unknown	N/A	MMP16	P51512	4325	ENSG00000156103
9795	DB03880	Batimastat	BB94	130370-60-4	N/A	small molecule	experimental	Antineoplastic Agents, Protease Inhibitors	6374	unknown	N/A	ADAM28	Q9UKQ2	10863	ENSG00000042980
9796	DB03880	Batimastat	BB94	130370-60-4	N/A	small molecule	experimental	Antineoplastic Agents, Protease Inhibitors	6230	unknown	N/A	ADAMTS5	Q9UNA0	11096	ENSG00000154736
9797	DB03881	MT-Immucillin-H	(1s)-1-(0-Deazahypoxanthin-9-Yl)-1,4-Dideoxy-1,4-Imino-5-Methylthio-D-Ribitol, 5'-Methylthio-Immucillin-H, MT-ImmH	N/A	N/A	small molecule	experimental	N/A	277	unknown	N/A	PNP	P00491	4860	ENSG00000198805
9798	DB03881	MT-Immucillin-H	(1s)-1-(0-Deazahypoxanthin-9-Yl)-1,4-Dideoxy-1,4-Imino-5-Methylthio-D-Ribitol, 5'-Methylthio-Immucillin-H, MT-ImmH	N/A	N/A	small molecule	experimental	N/A	5421	unknown	N/A	PFE0660c	Q8I3X4	N/A	N/A
9799	DB03882	5-Alpha-Androstane-3-Beta,17beta-Diol	N/A	571-20-0	N/A	small molecule	experimental	N/A	869	unknown	agonist	ESR2	Q92731	2100	ENSG00000140009
9800	DB03884	3-Phenylpyruvic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	6616	unknown	N/A	pdh	Q59771	N/A	N/A
9801	DB03884	3-Phenylpyruvic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	6268	unknown	N/A	HAO1	Q9UJM8	54363	ENSG00000101323
9802	DB03884	3-Phenylpyruvic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	6657	unknown	N/A	ipdC	P51852	N/A	N/A
9803	DB03884	3-Phenylpyruvic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	6825	unknown	N/A	CV_3270	Q7NSZ5	N/A	N/A
9804	DB03884	3-Phenylpyruvic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	6826	unknown	N/A	bacB	P39639	N/A	N/A
9805	DB03884	3-Phenylpyruvic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	6827	unknown	N/A	pheA	A1A2B5	N/A	N/A
9806	DB03886	Biopterin	N/A	N/A	N/A	small molecule	experimental	N/A	1124	unknown	N/A	SPR	P35270	6697	ENSG00000116096
9807	DB03886	Biopterin	N/A	N/A	N/A	small molecule	experimental	N/A	7030	unknown	N/A	PTS	Q03393	5805	ENSG00000150787
9808	DB03886	Biopterin	N/A	N/A	N/A	small molecule	experimental	N/A	365	unknown	N/A	DHFR	P00374	1719	ENSG00000228716
9809	DB03887	Alpha-Adenosine Monophosphate	N/A	N/A	N/A	small molecule	experimental	N/A	2264	unknown	N/A	cobT	Q05603	N/A	N/A
9810	DB03888	Allyl-{6-[3-(4-Bromo-Phenyl)-1-Methyl-1h-Indazol-6-Yl]Oxy}Hexyl)-N-Methylamine	N/A	N/A	N/A	small molecule	experimental	N/A	2828	unknown	N/A	shc	P33247	N/A	N/A
9811	DB03889	S-(N-Hydroxy-N-Bromophenylcarbamoyl)Glutathione	N/A	N/A	N/A	small molecule	experimental	N/A	3319	unknown	N/A	HAGH	Q16775	3029	ENSG00000063854
9812	DB03890	N-[2-(1-Formyl-2-Methyl-Propyl)-1-(4-Piperidin-1-Yl-but-2-Enoyl)-Pyrrolidin-3-Yl]-Methanesulfonamide	N/A	N/A	N/A	small molecule	experimental	Elastase 1 inhibitor	6260	unknown	N/A	CELA1	Q9UNI1	1990	ENSG00000139610
9813	DB03891	1,5-Bis(N-Benzyloxycarbonyl-L-Leucinyl)Carbohydrazide	N/A	N/A	N/A	small molecule	experimental	N/A	5839	unknown	N/A	CTSK	P43235	1513	ENSG00000143387
9814	DB03892	5-N-Allyl-Arginine	N/A	N/A	N/A	small molecule	experimental	N/A	76	unknown	N/A	NOS1	P29475	4842	ENSG00000089250
9815	DB03893	Thionicotinamide-Adenine-Dinucleotide	N/A	N/A	N/A	small molecule	experimental	N/A	599	unknown	N/A	GAPDH	P04406	2597	ENSG00000111640
9816	DB03894	N-Propargyl-1(S)-Aminoindan	N/A	N/A	N/A	small molecule	experimental	N/A	3939	unknown	N/A	MAOB	P27338	4129	ENSG00000069535
9817	DB03895	Malachite Green	N/A	N/A	N/A	small molecule	experimental	Anti-Infective Agents, Local, Coloring Agents, Fungicides, Industrial	2331	unknown	N/A	qacR	P0A0N5	N/A	N/A
9818	DB03896	Triphospate	N/A	N/A	N/A	small molecule	experimental	N/A	7025	unknown	N/A	PAPOLA	P51003	10914	ENSG00000090060
9819	DB03897	Hydroxyphenyl Propionic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	3099	unknown	N/A	tpl	P31012	N/A	N/A
9820	DB03897	Hydroxyphenyl Propionic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	6627	unknown	N/A	tpl	P31013	N/A	N/A
9821	DB03897	Hydroxyphenyl Propionic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	6564	unknown	N/A	tyrA	O67636	N/A	N/A
9822	DB03898	3-Chloro-4-Hydroxyphenylglycine	N/A	N/A	N/A	small molecule	experimental	N/A	4139	unknown	N/A	N/A	N/A	N/A	N/A
9823	DB03899	9-Butyl-8-(4-Methoxybenzyl)-9h-Purin-6-Amine	N/A	N/A	N/A	small molecule	experimental	N/A	1939	unknown	N/A	HSP90AA1	P07900	3320	ENSG00000080824
9824	DB03900	2-Methyl-2-Propanol	N/A	N/A	N/A	small molecule	experimental	N/A	5682	unknown	N/A	RNASE1	P07998	6035	ENSG00000129538
9825	DB03900	2-Methyl-2-Propanol	N/A	N/A	N/A	small molecule	experimental	N/A	6346	unknown	N/A	TPI1	P60174	7167	ENSG00000111669
9826	DB03900	2-Methyl-2-Propanol	N/A	N/A	N/A	small molecule	experimental	N/A	2795	unknown	N/A	METAP2	P50579	10988	ENSG00000111142
9827	DB03900	2-Methyl-2-Propanol	N/A	N/A	N/A	small molecule	experimental	N/A	2392	unknown	N/A	bphC	P47228	N/A	N/A
9828	DB03900	2-Methyl-2-Propanol	N/A	N/A	N/A	small molecule	experimental	N/A	465	unknown	N/A	CALM1	P62158	801; 805; 808	ENSG00000143933; ENSG00000160014; ENSG00000198668
9829	DB03901	5-Oxo-Pyrrolidine-2-Carbaldehyde	N/A	N/A	N/A	small molecule	experimental	N/A	3375	unknown	N/A	N/A	P94690	N/A	N/A
9830	DB03902	Oxalic Acid	N/A	144-62-7	N/A	small molecule	experimental	Reducing Agents	933	unknown	N/A	SRC	P12931	6714	ENSG00000197122
9831	DB03903	Tmr	N/A	N/A	N/A	small molecule	experimental	N/A	3822	unknown	N/A	ACTA1	P68133	58	ENSG00000143632
9832	DB03904	Urea	N/A	57-13-6	N/A	small molecule	experimental	N/A	315	unknown	N/A	ARG1	P05089	383	ENSG00000118520
9833	DB03904	Urea	N/A	57-13-6	N/A	small molecule	experimental	N/A	357	unknown	N/A	CA2	P00918	760	ENSG00000104267
9834	DB03904	Urea	N/A	57-13-6	N/A	small molecule	experimental	N/A	3628	unknown	N/A	N/A	P09592	N/A	N/A
9835	DB03904	Urea	N/A	57-13-6	N/A	small molecule	experimental	N/A	1392	unknown	N/A	CTNNB1	P35222	1499	ENSG00000168036
9836	DB03904	Urea	N/A	57-13-6	N/A	small molecule	experimental	N/A	3627	unknown	N/A	yedY	Q8XB74	N/A	N/A
9837	DB03904	Urea	N/A	57-13-6	N/A	small molecule	experimental	N/A	3682	unknown	N/A	folA	P0ABQ4	N/A	N/A
9838	DB03905	Succinamide-Coa	N/A	N/A	N/A	small molecule	experimental	N/A	2376	unknown	N/A	dapD	P56220	N/A	N/A
9839	DB03906	2-Phenylheme	N/A	N/A	N/A	small molecule	experimental	N/A	810	unknown	N/A	HMOX1	P09601	3162	ENSG00000100292
9840	DB03907	N-{3-[5-(6-Amino-Purin-9-Yl)-3,4-Dihydroxy-Tetrahydro-Furan-2-Yl]-Allyl}-2,3-Dihydroxy-5-Nitro-Benzamide	N/A	N/A	N/A	small molecule	experimental	N/A	3810	unknown	N/A	COMT	P21964	1312	ENSG00000093010
9841	DB03908	Inhibitor Bea322	N/A	N/A	N/A	small molecule	experimental	N/A	3722	unknown	N/A	gag-pol	P03366	N/A	N/A
9842	DB03909	Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	2717	unknown	N/A	fgs	P15925	N/A	N/A
9843	DB03909	Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	2615	unknown	N/A	cheA	Q56310	N/A	N/A
9844	DB03909	Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	2299	unknown	N/A	murC	P45066	N/A	N/A
9845	DB03909	Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	2621	unknown	N/A	gntK	P46859	N/A	N/A
9846	DB03909	Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	2817	unknown	N/A	purT	P33221	N/A	N/A
9847	DB03909	Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	36	unknown	N/A	INSR	P06213	3643	ENSG00000171105
9848	DB03909	Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	6390	unknown	N/A	ATP2A1	O14983	487	ENSG00000196296
9849	DB03909	Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	48	unknown	N/A	PDXK	O00764	8566	ENSG00000160209
9850	DB03909	Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	6964	unknown	N/A	PGK1	P00558	5230	ENSG00000102144
9851	DB03909	Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	2878	unknown	N/A	pknB	P0A5S4	N/A	N/A
9852	DB03909	Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	3669	unknown	N/A	rbsK	P0A9J6	N/A	N/A
9853	DB03909	Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	5466	unknown	N/A	STM4066	Q8ZKR2	N/A	N/A
9854	DB03909	Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	4517	unknown	N/A	buk2	Q9X278	N/A	N/A
9855	DB03909	Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	5312	unknown	N/A	KIF1A	Q12756	547	ENSG00000130294
9856	DB03910	S,S'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea	N/A	N/A	N/A	small molecule	experimental	N/A	291	unknown	N/A	NOS3	P29474	4846	ENSG00000164867
9857	DB03911	L-Xylopyranose	N/A	N/A	N/A	small molecule	experimental	N/A	2260	unknown	N/A	xylA	P24300	N/A	N/A
9858	DB03912	4'-Phosphopantetheine	N/A	N/A	N/A	small molecule	experimental	N/A	3543	unknown	N/A	coaD	Q72K87	N/A	N/A
9859	DB03912	4'-Phosphopantetheine	N/A	N/A	N/A	small molecule	experimental	N/A	3199	unknown	N/A	coaD	P0A6I8	N/A	N/A
9860	DB03912	4'-Phosphopantetheine	N/A	N/A	N/A	small molecule	experimental	N/A	3567	unknown	N/A	coaD	Q9WZK0	N/A	N/A
9861	DB03915	2-Amino-3-Ketobutyric Acid	N/A	N/A	N/A	small molecule	experimental	N/A	3721	unknown	N/A	kbl	P0AB77	N/A	N/A
9862	DB03916	4-{2-[4-(2-Aminoethyl)Piperazin-1-Yl]Pyridin-4-Yl}-N-(3-Chloro-4-Methylphenyl)Pyrimidin-2-Amine	N/A	N/A	N/A	small molecule	experimental	N/A	2572	unknown	N/A	zipA	Q83QN9	N/A	N/A
9863	DB03916	4-{2-[4-(2-Aminoethyl)Piperazin-1-Yl]Pyridin-4-Yl}-N-(3-Chloro-4-Methylphenyl)Pyrimidin-2-Amine	N/A	N/A	N/A	small molecule	experimental	N/A	6503	unknown	N/A	zipA	P77173	N/A	N/A
9864	DB03918	6s-5,6,7,8-Tetrahydrobiopterin	N/A	N/A	N/A	small molecule	experimental	N/A	291	unknown	N/A	NOS3	P29474	4846	ENSG00000164867
9865	DB03919	Ethyl-Carbamic Acid Methyl Ester	N/A	N/A	N/A	small molecule	experimental	N/A	3225	unknown	N/A	stxB	P69178	N/A	N/A
9866	DB03921	4-(3-Pyridin-2-Yl-1h-Pyrazol-4-Yl)Quinoline	N/A	N/A	N/A	small molecule	experimental	N/A	6284	unknown	N/A	TGFBR1	P36897	7046	ENSG00000106799
9867	DB03923	Feruloyl Coenzyme A	N/A	N/A	N/A	small molecule	experimental	N/A	7096	unknown	N/A	COMTD1	Q86VU5	118881	ENSG00000165644
9868	DB03924	5,8-Di-Amino-1,4-Dihydroxy-Anthraquinone	N/A	N/A	N/A	small molecule	experimental	N/A	2236	unknown	N/A	CSNK2A1	P68400	1457	ENSG00000101266
9869	DB03925	ONO-6818	CP-955	208848-19-5	N/A	small molecule	experimental	Elastase 1 inhibitor	437	unknown	inhibitor	ELANE	P08246	1991	ENSG00000197561
9870	DB03925	ONO-6818	CP-955	208848-19-5	N/A	small molecule	experimental	Elastase 1 inhibitor	6260	unknown	N/A	CELA1	Q9UNI1	1990	ENSG00000139610
9871	DB03927	Glycyl-L-Alpha-Amino-Epsilon-Pimelyl-D-Alanine	N/A	N/A	N/A	small molecule	experimental	N/A	2461	unknown	N/A	N/A	P15555	N/A	N/A
9872	DB03928	Carboxymethylthio-3-(3-Chlorophenyl)-1,2,4-Oxadiazol	N/A	N/A	N/A	small molecule	experimental	N/A	868	unknown	N/A	CTH	P32929	1491	ENSG00000116761
9873	DB03929	D-Serine	N/A	312-84-5	N/A	small molecule	experimental	N/A	482	unknown	N/A	GLRA1	P23415	2741	ENSG00000145888
9874	DB03929	D-Serine	N/A	312-84-5	N/A	small molecule	experimental	N/A	401	unknown	N/A	GRIN1	Q05586	2902	ENSG00000176884
9875	DB03929	D-Serine	N/A	312-84-5	N/A	small molecule	experimental	N/A	6973	unknown	N/A	SERPINB3	P29508	6317	ENSG00000057149
9876	DB03929	D-Serine	N/A	312-84-5	N/A	small molecule	experimental	N/A	5469	unknown	N/A	shp	P36275	N/A	N/A
9877	DB03931	Diguanosine-5'-Triphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	3311	unknown	N/A	A103R	Q84424	N/A	N/A
9878	DB03932	LFA703	N/A	N/A	N/A	small molecule	experimental	N/A	572	unknown	N/A	ITGAL	P20701	3683	ENSG00000005844
9879	DB03933	C-1027 Aromatized Chromophore	N/A	N/A	N/A	small molecule	experimental	N/A	3637	unknown	N/A	cagA	Q06110	N/A	N/A
9880	DB03934	Protoporphyrin Ix Containing Zn	N/A	N/A	N/A	small molecule	experimental	Enzyme Inhibitors	1507	unknown	N/A	CYCS	P99999	54205	ENSG00000172115
9881	DB03935	1,4-Dideoxy-O2-Sulfo-Glucuronic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	1525	unknown	N/A	FGF2	P09038	2247	ENSG00000138685
9882	DB03935	1,4-Dideoxy-O2-Sulfo-Glucuronic Acid	N/A	N/A	N/A	small molecule	experimental	N/A	6654	unknown	N/A	ANXA5	P08758	308	ENSG00000164111
9883	DB03936	1-Deoxy-Ribofuranose-5'-Phosphate	N/A	N/A	N/A	small molecule	experimental	N/A	2542	unknown	N/A	kdsA	P0A716	N/A	N/A
9884	DB03937	Erythose-4-Phosphate	N/A	N/A	N/A	small molecule	experimental	N/A	2310	unknown	N/A	kdsA	O66496	N/A	N/A
9885	DB03937	Erythose-4-Phosphate	N/A	N/A	N/A	small molecule	experimental	N/A	2206	unknown	N/A	GPI	P06744	2821	ENSG00000105220
9886	DB03937	Erythose-4-Phosphate	N/A	N/A	N/A	small molecule	experimental	N/A	3134	unknown	N/A	aroF	Q9WYH8	N/A	N/A
9887	DB03938	Deacetoxycephalosporin-C	N/A	N/A	N/A	small molecule	experimental	N/A	3334	unknown	N/A	cefE	P18548	N/A	N/A
9888	DB03939	4-Hydroxy-3,4-Dihydro-1h-Pyrimidin-2-One	N/A	N/A	N/A	small molecule	experimental	N/A	3394	unknown	N/A	codA	P25524	N/A	N/A
9889	DB03940	Oxamic Acid	N/A	471-47-6	N/A	small molecule	experimental	N/A	2641	unknown	N/A	N/A	Q27743	N/A	N/A
9890	DB03940	Oxamic Acid	N/A	471-47-6	N/A	small molecule	experimental	N/A	2424	unknown	N/A	ldh	P16115	N/A	N/A
9891	DB03940	Oxamic Acid	N/A	471-47-6	N/A	small molecule	experimental	N/A	473	unknown	N/A	LDHA	P00338	3939	ENSG00000134333
9892	DB03940	Oxamic Acid	N/A	471-47-6	N/A	small molecule	experimental	N/A	77	unknown	N/A	LDHB	P07195	3945	ENSG00000111716
9893	DB03940	Oxamic Acid	N/A	471-47-6	N/A	small molecule	experimental	N/A	3178	unknown	N/A	pflB	P09373	N/A	N/A
9894	DB03940	Oxamic Acid	N/A	471-47-6	N/A	small molecule	experimental	N/A	3545	unknown	N/A	N/A	P30901	N/A	N/A
9895	DB03942	Carboxylic PRPP	CPRPP	N/A	N/A	small molecule	experimental	N/A	3714	unknown	N/A	purF	P0AG16	N/A	N/A
9896	DB03942	Carboxylic PRPP	CPRPP	N/A	N/A	small molecule	experimental	N/A	3015	unknown	N/A	purR	P37551	N/A	N/A
9897	DB03942	Carboxylic PRPP	CPRPP	N/A	N/A	small molecule	experimental	N/A	3681	unknown	N/A	gpt	P0A9M5	N/A	N/A
9898	DB03944	5-[1-(3,4-Dimethoxy-Benzoyl)-1,2,3,4-Tetrahydro-Quinolin-6-Yl]-6-Methyl-3,6-Dihydro-[1,3,4]Thiadiazin-2-One	N/A	N/A	N/A	small molecule	experimental	N/A	1561	unknown	N/A	TNNC1	P63316	7134	ENSG00000114854
9899	DB03945	Phosphocholine	N/A	107-73-3	N/A	small molecule	experimental	N/A	1017	unknown	N/A	CRP	P02741	1401	ENSG00000132693
9900	DB03945	Phosphocholine	N/A	107-73-3	N/A	small molecule	experimental	N/A	6981	unknown	N/A	ELSPBP1	Q96BH3	64100	ENSG00000169393
9901	DB03945	Phosphocholine	N/A	107-73-3	N/A	small molecule	experimental	N/A	3577	unknown	N/A	hlgB	P0A076	N/A	N/A
9902	DB03947	D-Xylulose	N/A	551-84-8	N/A	small molecule	experimental	N/A	2260	unknown	N/A	xylA	P24300	N/A	N/A
9903	DB03948	6-Chloropurine Riboside, 5'-Monophosphate	N/A	N/A	N/A	small molecule	experimental	N/A	838	unknown	N/A	IMPDH1	P20839	3614	ENSG00000106348
9904	DB03948	6-Chloropurine Riboside, 5'-Monophosphate	N/A	N/A	N/A	small molecule	experimental	N/A	796	unknown	N/A	IMPDH2	P12268	3615	ENSG00000178035
9905	DB03949	(2-Sulfanyl-3-Phenylpropanoyl)-Phe-Tyr	N/A	N/A	N/A	small molecule	experimental	N/A	2457	unknown	N/A	nprS	P43133	N/A	N/A
9906	DB03950	(S)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide	N/A	N/A	N/A	small molecule	experimental	N/A	357	unknown	N/A	CA2	P00918	760	ENSG00000104267
9907	DB03951	16g	N/A	N/A	N/A	small molecule	experimental	N/A	2856	unknown	N/A	GNPDA1	P46926	10007	ENSG00000113552
9908	DB03951	16g	N/A	N/A	N/A	small molecule	experimental	N/A	2949	unknown	N/A	nagB	P0A759	N/A	N/A
9909	DB03952	9-(6-Deoxy-Beta-D-Allofuranosyl)-6-Methylpurine	N/A	N/A	N/A	small molecule	experimental	Purine Nucleoside Phosphorylase inhibitor	3683	unknown	N/A	deoD	P0ABP8	N/A	N/A
9910	DB03953	L-Thiocitrulline	N/A	N/A	N/A	small molecule	experimental	N/A	7	unknown	N/A	NOS2	P35228	4843	ENSG00000007171
9911	DB03955	1,5-Dideoxy-1,5-Imino-D-Mannitol	N/A	N/A	N/A	small molecule	experimental	Antiviral Agents, Enzyme Inhibitors	5983	unknown	N/A	MAN2A1	Q16706	4124	ENSG00000112893
9912	DB03956	D-Myo-Inositol-2,4,5-Trisphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	7000	unknown	N/A	PLCD1	P51178	5333	ENSG00000187091
9913	DB03957	SP2456	N/A	N/A	N/A	small molecule	experimental	N/A	1575	unknown	N/A	IL2	P60568	3558	ENSG00000109471
9914	DB03958	Mrna Cap Analog N7-Methyl Gpppg	N/A	N/A	N/A	small molecule	experimental	N/A	2247	unknown	N/A	DCPS	Q96C86	28960	ENSG00000110063
9915	DB03958	Mrna Cap Analog N7-Methyl Gpppg	N/A	N/A	N/A	small molecule	experimental	N/A	3130	unknown	N/A	L1	P17378	N/A	N/A
9916	DB03959	N,O6-Disulfo-Glucosamine	N/A	N/A	N/A	small molecule	experimental	N/A	1525	unknown	N/A	FGF2	P09038	2247	ENSG00000138685
9917	DB03959	N,O6-Disulfo-Glucosamine	N/A	N/A	N/A	small molecule	experimental	N/A	760	unknown	N/A	FGF1	P05230	2246	ENSG00000113578
9918	DB03959	N,O6-Disulfo-Glucosamine	N/A	N/A	N/A	small molecule	experimental	N/A	2805	unknown	N/A	HS3ST3A1	Q9Y663	9955	ENSG00000153976
9919	DB03959	N,O6-Disulfo-Glucosamine	N/A	N/A	N/A	small molecule	experimental	N/A	1943	unknown	N/A	HGF	P14210	3082	ENSG00000019991
9920	DB03959	N,O6-Disulfo-Glucosamine	N/A	N/A	N/A	small molecule	experimental	N/A	2654	unknown	N/A	C3L	P68638	N/A	N/A
9921	DB03959	N,O6-Disulfo-Glucosamine	N/A	N/A	N/A	small molecule	experimental	N/A	6654	unknown	N/A	ANXA5	P08758	308	ENSG00000164111
9922	DB03961	2c-Methyl-D-Erythritol 2,4-Cyclodiphosphate	N/A	N/A	N/A	small molecule	experimental	N/A	2383	unknown	N/A	ispF	P62619	N/A	N/A
9923	DB03962	Nicotinamide 8-Bromo-Adenine Dinucleotide Phosphate	N/A	N/A	N/A	small molecule	experimental	N/A	6040	unknown	N/A	PGD	P52209	5226	ENSG00000142657
9924	DB03963	S-(Dimethylarsenic)Cysteine	N/A	N/A	N/A	small molecule	experimental	N/A	2090	unknown	N/A	TLR2	O60603	7097	ENSG00000137462
9925	DB03963	S-(Dimethylarsenic)Cysteine	N/A	N/A	N/A	small molecule	experimental	N/A	2433	unknown	N/A	UL80	P16753	N/A	N/A
9926	DB03963	S-(Dimethylarsenic)Cysteine	N/A	N/A	N/A	small molecule	experimental	N/A	2237	unknown	N/A	gag-pol	P12497	N/A	N/A
9927	DB03963	S-(Dimethylarsenic)Cysteine	N/A	N/A	N/A	small molecule	experimental	N/A	291	unknown	N/A	NOS3	P29474	4846	ENSG00000164867
9928	DB03963	S-(Dimethylarsenic)Cysteine	N/A	N/A	N/A	small molecule	experimental	N/A	2906	unknown	N/A	COPG	Q9Y678	22820	ENSG00000181789
9929	DB03963	S-(Dimethylarsenic)Cysteine	N/A	N/A	N/A	small molecule	experimental	N/A	2928	unknown	N/A	N/A	P03300	N/A	N/A
9930	DB03963	S-(Dimethylarsenic)Cysteine	N/A	N/A	N/A	small molecule	experimental	N/A	2888	unknown	N/A	XRCC4	Q13426	7518	ENSG00000152422
